age,workclass,race,sex,y_no,y_yes
27, Private, White, Male,1,0
36, Private, White, Male,0,1
47, State-gov, White, Male,1,0
33, Private, White, Male,1,0
19, State-gov, Black, Male,1,0
33, Private, Asian-Pac-Islander, Female,1,0
34, Private, White, Male,0,1
33, Private, White, Female,1,0
57, Private, White, Female,1,0
59, Private, White, Female,0,1
36, Private, White, Female,1,0
60, Private, White, Male,0,1
33, Local-gov, White, Male,1,0
41, Private, White, Female,1,0
20, Self-emp-not-inc, White, Male,1,0
28, Local-gov, White, Female,1,0
24, State-gov, Asian-Pac-Islander, Male,1,0
31, Private, Black, Male,1,0
38, Private, White, Female,1,0
40, Private, White, Female,1,0
55, State-gov, White, Male,1,0
49, Private, White, Male,1,0
33, Private, White, Male,1,0
52, Private, White, Female,1,0
24, Local-gov, White, Male,1,0
46, Private, White, Male,1,0
20, Private, White, Female,1,0
50, Private, White, Male,1,0
22, Private, White, Male,1,0
32, Self-emp-inc, Black, Male,1,0
46, Private, White, Male,0,1
62, ?, White, Male,1,0
39, Private, White, Male,0,1
26, Private, White, Female,1,0
20, Private, Black, Female,1,0
37, Self-emp-inc, White, Male,1,0
40, Private, White, Female,1,0
22, Private, White, Female,1,0
32, Private, White, Female,0,1
41, Private, White, Male,1,0
24, Private, White, Female,1,0
40, Private, White, Male,1,0
37, State-gov, White, Female,0,1
42, Private, White, Male,0,1
56, Private, White, Female,1,0
20, Private, White, Male,1,0
55, Local-gov, White, Male,1,0
29, Private, White, Male,1,0
37, Private, White, Male,1,0
61, Self-emp-not-inc, White, Male,1,0
26, Private, White, Male,1,0
49, Self-emp-inc, White, Male,1,0
18, Local-gov, White, Male,1,0
30, Private, Black, Male,1,0
24, Private, Black, Female,1,0
24, State-gov, White, Male,1,0
37, Private, White, Male,1,0
37, Local-gov, White, Female,1,0
36, Private, White, Male,1,0
40, Private, White, Male,1,0
44, Self-emp-not-inc, White, Male,1,0
43, Self-emp-not-inc, White, Male,1,0
19, Private, White, Female,1,0
50, Private, White, Female,1,0
17, ?, White, Male,1,0
39, Private, Black, Female,1,0
43, Private, White, Male,1,0
43, Private, White, Male,1,0
40, Private, White, Male,0,1
31, State-gov, White, Male,1,0
25, Private, White, Male,1,0
30, Federal-gov, White, Male,1,0
55, Private, White, Male,1,0
55, Private, White, Male,1,0
29, Private, Black, Male,1,0
28, Private, White, Male,0,1
30, Private, White, Male,1,0
33, Private, White, Male,1,0
23, Private, White, Male,1,0
71, Private, White, Female,1,0
22, ?, White, Male,1,0
21, Private, White, Female,1,0
62, ?, Asian-Pac-Islander, Male,1,0
22, ?, Black, Female,1,0
49, Private, White, Male,1,0
31, Private, White, Male,1,0
27, Private, White, Male,1,0
27, Private, Asian-Pac-Islander, Male,0,1
26, Private, White, Male,1,0
30, ?, White, Male,1,0
17, Private, White, Female,1,0
26, Private, White, Male,1,0
45, Private, White, Female,1,0
50, Private, White, Male,0,1
31, Private, White, Male,1,0
51, Private, White, Female,1,0
56, Private, White, Female,1,0
24, State-gov, White, Male,1,0
29, Private, White, Male,1,0
26, Private, White, Male,1,0
51, Private, White, Male,1,0
32, Local-gov, White, Male,1,0
47, State-gov, White, Male,0,1
30, Private, White, Male,1,0
41, ?, Black, Female,1,0
49, Federal-gov, White, Male,1,0
40, Private, Amer-Indian-Eskimo, Male,0,1
62, Private, White, Male,0,1
43, Self-emp-inc, White, Male,1,0
76, Private, White, Male,1,0
40, ?, White, Male,0,1
35, Private, White, Male,0,1
27, Private, White, Female,1,0
54, Self-emp-inc, White, Male,0,1
55, Self-emp-not-inc, White, Male,1,0
21, Private, White, Male,1,0
20, Private, White, Male,1,0
39, Private, White, Female,1,0
26, Private, White, Male,0,1
20, Private, White, Female,1,0
28, Private, White, Male,1,0
56, Federal-gov, Black, Male,1,0
39, Private, White, Male,1,0
44, Federal-gov, Asian-Pac-Islander, Male,0,1
55, Private, White, Male,0,1
54, Self-emp-not-inc, White, Male,1,0
30, Private, White, Male,0,1
34, Local-gov, White, Male,0,1
42, Private, Black, Female,1,0
50, Self-emp-inc, White, Female,1,0
34, Federal-gov, Black, Male,0,1
23, Private, White, Male,1,0
27, ?, Asian-Pac-Islander, Male,1,0
81, ?, White, Male,1,0
47, Private, Black, Female,1,0
57, Private, White, Male,1,0
65, ?, White, Female,0,1
33, Private, Black, Male,1,0
37, Private, White, Female,1,0
53, Private, White, Female,1,0
27, State-gov, White, Female,1,0
47, Private, White, Male,0,1
42, Private, White, Male,1,0
39, Private, Black, Male,0,1
58, Local-gov, White, Male,1,0
20, Private, White, Male,1,0
19, Private, White, Male,1,0
39, Private, White, Male,1,0
51, Private, White, Male,1,0
52, Private, White, Female,1,0
53, Private, White, Female,0,1
50, Private, White, Male,1,0
36, Private, White, Male,1,0
30, Private, White, Female,1,0
30, Private, Black, Female,1,0
50, Private, White, Male,0,1
76, Private, White, Female,1,0
46, Self-emp-not-inc, White, Male,0,1
24, Private, Black, Male,1,0
26, Private, White, Male,1,0
56, Self-emp-not-inc, White, Male,0,1
50, Private, White, Male,0,1
22, Private, White, Male,1,0
23, Local-gov, White, Female,1,0
51, Private, White, Male,1,0
58, Private, White, Male,1,0
38, Private, Black, Female,1,0
45, Private, White, Male,0,1
55, Self-emp-not-inc, White, Male,1,0
45, Private, White, Male,0,1
42, Private, White, Male,1,0
44, State-gov, White, Male,0,1
60, Private, White, Male,0,1
27, Private, White, Male,1,0
25, Local-gov, White, Male,0,1
61, ?, White, Female,1,0
43, Private, White, Male,0,1
44, Local-gov, White, Male,1,0
63, Private, White, Female,1,0
46, Local-gov, White, Female,1,0
47, Private, White, Male,1,0
37, Private, Black, Male,1,0
43, Private, Black, Female,1,0
46, Private, White, Male,0,1
48, ?, Black, Female,1,0
61, Self-emp-not-inc, White, Female,1,0
53, Federal-gov, Black, Male,0,1
79, ?, White, Male,1,0
44, Private, White, Male,1,0
54, Private, White, Male,1,0
22, Private, White, Female,1,0
47, Federal-gov, Black, Male,0,1
18, Private, White, Female,1,0
25, Private, White, Male,1,0
24, Private, White, Female,1,0
37, Local-gov, White, Male,0,1
51, Private, White, Female,0,1
35, Self-emp-not-inc, White, Male,0,1
59, Private, White, Female,1,0
46, Private, Asian-Pac-Islander, Male,1,0
45, Local-gov, White, Male,0,1
19, Private, White, Male,1,0
22, Private, White, Female,1,0
41, Private, White, Male,1,0
33, Self-emp-not-inc, White, Male,1,0
26, Federal-gov, Black, Female,1,0
22, Private, White, Male,1,0
29, Self-emp-not-inc, White, Male,0,1
22, Private, White, Female,1,0
34, Private, White, Male,1,0
23, Private, White, Male,1,0
20, Private, White, Male,1,0
25, Private, Asian-Pac-Islander, Female,1,0
59, Private, White, Male,0,1
44, Private, White, Male,1,0
55, Private, White, Male,1,0
77, Self-emp-not-inc, White, Female,1,0
42, Private, White, Male,0,1
47, Private, White, Male,0,1
42, Private, White, Male,1,0
45, Private, White, Male,1,0
23, Private, White, Male,1,0
60, ?, White, Male,1,0
23, Private, White, Male,1,0
52, Private, White, Male,1,0
49, Private, White, Male,0,1
20, Private, White, Male,1,0
20, Private, White, Female,1,0
23, Local-gov, White, Female,1,0
30, Private, White, Male,1,0
45, Private, White, Male,0,1
30, Private, White, Male,1,0
17, Private, White, Female,1,0
22, Private, White, Male,1,0
25, Private, White, Male,1,0
52, Private, White, Male,0,1
40, Private, White, Female,0,1
18, ?, Black, Male,1,0
58, Private, White, Male,1,0
30, Private, White, Male,1,0
59, Private, White, Male,1,0
29, Private, Black, Female,1,0
26, Private, White, Female,1,0
39, Local-gov, Asian-Pac-Islander, Female,1,0
33, Private, White, Male,0,1
21, ?, White, Female,1,0
22, Private, White, Male,1,0
25, Private, White, Male,1,0
19, ?, White, Female,1,0
44, Private, Black, Female,1,0
35, Private, White, Female,1,0
40, Private, White, Male,1,0
19, Private, White, Female,1,0
37, Private, White, Male,0,1
32, Private, White, Male,1,0
52, Self-emp-not-inc, White, Male,1,0
36, Private, White, Male,1,0
38, Private, White, Female,1,0
57, State-gov, Black, Male,1,0
22, State-gov, White, Female,1,0
80, ?, White, Male,1,0
20, Private, White, Female,1,0
40, Private, Black, Male,1,0
36, Self-emp-not-inc, White, Male,1,0
27, Private, White, Female,1,0
52, Private, White, Female,1,0
43, Private, White, Female,1,0
35, Private, White, Male,1,0
29, Private, Black, Male,1,0
27, Private, White, Male,1,0
24, ?, White, Female,1,0
49, Local-gov, White, Male,0,1
26, Self-emp-not-inc, White, Male,1,0
47, Private, White, Male,1,0
20, Private, White, Female,1,0
19, Private, White, Male,1,0
34, Private, White, Male,1,0
20, Private, White, Female,1,0
23, Private, White, Male,1,0
25, Private, White, Male,1,0
21, Private, White, Male,1,0
25, Private, White, Male,1,0
63, State-gov, White, Male,1,0
25, Private, White, Female,1,0
28, Private, White, Female,1,0
39, Private, White, Male,0,1
28, Private, White, Female,1,0
30, Private, White, Male,0,1
41, Local-gov, White, Female,1,0
52, Local-gov, White, Female,1,0
36, Private, White, Male,1,0
47, Private, White, Male,0,1
27, Private, White, Male,1,0
32, Federal-gov, White, Female,1,0
52, Private, White, Male,0,1
50, Private, White, Male,1,0
21, Private, White, Male,1,0
60, Private, White, Female,1,0
47, Private, Amer-Indian-Eskimo, Male,1,0
54, Self-emp-not-inc, White, Male,0,1
32, Local-gov, White, Male,1,0
61, Private, White, Male,1,0
21, Private, White, Male,1,0
29, Self-emp-not-inc, White, Male,0,1
36, Local-gov, Black, Female,1,0
38, Local-gov, White, Male,1,0
59, Private, White, Male,1,0
43, Private, White, Male,1,0
19, Private, White, Male,1,0
42, Private, White, Male,1,0
33, Private, White, Male,1,0
47, Private, Black, Female,1,0
51, Private, White, Male,0,1
28, Private, White, Male,1,0
61, Private, White, Female,1,0
23, Private, White, Female,1,0
31, Private, White, Male,1,0
38, Self-emp-not-inc, White, Male,1,0
21, Private, White, Male,1,0
22, Private, White, Male,1,0
35, Private, White, Male,0,1
53, Federal-gov, White, Male,0,1
40, Private, White, Female,0,1
36, Private, White, Male,0,1
33, Self-emp-not-inc, White, Male,1,0
23, Private, White, Female,1,0
51, Local-gov, White, Male,0,1
31, Private, White, Male,1,0
28, Local-gov, White, Female,1,0
26, Self-emp-not-inc, White, Male,1,0
32, Private, Black, Male,0,1
43, Private, White, Male,0,1
19, Private, White, Female,1,0
46, Private, Black, Female,1,0
49, Local-gov, White, Male,0,1
31, Private, White, Female,1,0
45, Private, White, Male,0,1
41, Private, White, Male,1,0
22, Private, White, Female,1,0
25, Private, White, Female,1,0
46, Private, White, Male,0,1
44, Self-emp-not-inc, White, Male,1,0
25, Private, White, Male,1,0
30, Private, White, Male,1,0
54, Private, White, Male,0,1
34, Private, White, Male,0,1
34, ?, White, Male,1,0
30, Private, White, Male,0,1
21, Private, White, Female,1,0
27, Private, White, Female,1,0
29, Private, White, Male,1,0
60, Self-emp-inc, White, Male,0,1
36, Self-emp-not-inc, White, Male,1,0
27, Private, White, Female,1,0
57, Self-emp-not-inc, White, Male,1,0
24, Private, Asian-Pac-Islander, Female,1,0
63, Private, White, Male,1,0
29, Private, White, Male,0,1
34, Private, White, Male,1,0
27, Private, White, Male,1,0
31, Private, White, Female,1,0
31, Private, White, Male,1,0
55, Private, White, Female,1,0
64, Local-gov, White, Male,1,0
20, Private, Black, Female,1,0
44, Self-emp-not-inc, White, Male,0,1
35, Private, White, Male,1,0
41, Local-gov, White, Female,1,0
38, Private, Black, Female,1,0
21, Private, White, Male,1,0
64, State-gov, White, Male,0,1
42, Private, Black, Male,1,0
31, Private, White, Male,0,1
42, Self-emp-not-inc, White, Male,1,0
35, Private, White, Female,0,1
36, Federal-gov, Black, Female,0,1
23, Private, White, Male,1,0
20, Private, White, Male,1,0
26, Local-gov, Black, Female,1,0
56, Federal-gov, Black, Male,1,0
40, Private, White, Female,1,0
19, Private, White, Male,1,0
33, Private, Black, Female,1,0
45, Federal-gov, White, Male,1,0
41, Private, White, Male,0,1
29, Private, White, Male,1,0
46, Local-gov, White, Female,0,1
48, Private, White, Male,1,0
38, Private, White, Male,1,0
29, Private, Black, Female,1,0
35, Private, White, Male,1,0
59, Local-gov, Black, Male,1,0
27, Private, White, Male,1,0
43, Private, White, Male,0,1
70, Private, White, Male,1,0
30, Private, White, Male,1,0
24, Private, White, Male,0,1
76, Local-gov, White, Male,1,0
25, Private, White, Male,1,0
39, Private, White, Female,1,0
36, Local-gov, Black, Female,1,0
23, Private, White, Female,1,0
60, Private, White, Female,1,0
20, ?, Black, Male,1,0
54, Private, Black, Male,0,1
20, Private, White, Female,1,0
22, Federal-gov, White, Male,1,0
24, Private, White, Female,1,0
41, Private, White, Male,1,0
35, Private, White, Male,1,0
23, Private, White, Male,1,0
54, State-gov, White, Male,0,1
17, Private, White, Male,1,0
43, Private, White, Female,1,0
33, Private, White, Male,1,0
30, Private, Asian-Pac-Islander, Female,1,0
38, Federal-gov, White, Male,0,1
54, Self-emp-not-inc, Black, Male,1,0
39, Private, Black, Female,1,0
32, Private, Amer-Indian-Eskimo, Male,1,0
61, Local-gov, White, Male,1,0
24, ?, Black, Female,1,0
22, Private, White, Male,1,0
34, Private, White, Male,0,1
18, Private, Black, Female,1,0
20, Private, White, Male,1,0
53, Federal-gov, White, Male,1,0
32, Private, White, Female,1,0
68, Self-emp-not-inc, White, Male,1,0
28, Private, White, Female,1,0
28, Private, White, Male,1,0
54, Private, Black, Male,0,1
21, ?, White, Male,1,0
52, Private, White, Female,1,0
25, Private, White, Male,1,0
30, Private, Asian-Pac-Islander, Male,0,1
33, Private, White, Male,1,0
49, Private, Asian-Pac-Islander, Female,1,0
58, Private, Other, Female,1,0
45, Private, White, Male,0,1
67, Private, Black, Male,1,0
42, Local-gov, White, Male,1,0
69, Self-emp-inc, White, Male,0,1
61, Private, White, Female,1,0
34, Private, White, Male,1,0
28, Private, White, Male,1,0
19, Private, White, Female,1,0
31, Self-emp-not-inc, White, Male,1,0
32, Federal-gov, White, Male,1,0
76, ?, White, Male,1,0
53, Private, White, Female,1,0
46, Private, White, Female,1,0
43, Self-emp-not-inc, White, Male,1,0
48, ?, White, Male,0,1
39, Private, White, Male,0,1
59, Private, White, Male,1,0
19, Private, White, Female,1,0
40, Private, White, Male,0,1
63, Self-emp-inc, White, Male,1,0
44, ?, White, Female,1,0
46, Private, White, Female,1,0
22, Private, White, Male,1,0
36, Private, White, Male,1,0
57, Private, White, Male,0,1
58, Private, White, Male,1,0
25, ?, Asian-Pac-Islander, Male,1,0
59, Private, White, Male,0,1
36, Private, White, Male,1,0
29, Private, White, Male,1,0
49, Self-emp-inc, White, Male,1,0
42, Private, White, Male,0,1
43, Local-gov, White, Male,1,0
46, Private, White, Male,1,0
43, Local-gov, White, Female,1,0
40, Private, White, Female,1,0
43, Private, White, Male,1,0
48, Private, White, Female,1,0
26, Private, Black, Male,1,0
30, Private, White, Female,1,0
58, Private, White, Male,0,1
43, Private, Black, Male,1,0
53, Local-gov, Black, Male,1,0
74, State-gov, White, Male,1,0
64, ?, White, Female,1,0
45, Private, White, Male,0,1
32, State-gov, White, Female,1,0
23, ?, Black, Female,1,0
38, Private, White, Female,0,1
42, Self-emp-not-inc, White, Male,0,1
24, Local-gov, Other, Male,1,0
63, Private, White, Male,1,0
25, Local-gov, Black, Female,1,0
37, Private, Black, Male,1,0
28, Self-emp-not-inc, White, Male,1,0
31, Private, White, Male,1,0
46, Private, White, Male,0,1
44, Private, White, Male,0,1
42, Local-gov, White, Female,0,1
45, Private, White, Male,0,1
52, Private, White, Male,1,0
40, Private, White, Male,0,1
26, Private, White, Male,1,0
55, Private, White, Male,1,0
17, Private, White, Female,1,0
27, Private, White, Male,1,0
71, Self-emp-inc, White, Male,0,1
35, Private, White, Male,1,0
17, Private, White, Male,1,0
26, Private, White, Male,0,1
22, Private, White, Female,1,0
51, Private, White, Male,0,1
33, Private, White, Male,1,0
41, Local-gov, Black, Male,0,1
50, Private, White, Male,0,1
26, Private, White, Female,1,0
21, Private, Black, Female,1,0
53, Private, White, Male,0,1
32, Self-emp-inc, White, Male,0,1
19, Private, White, Female,1,0
22, Private, White, Female,1,0
58, Private, White, Male,0,1
47, Federal-gov, White, Male,0,1
51, Self-emp-inc, White, Male,0,1
42, State-gov, White, Male,0,1
28, Private, White, Male,1,0
29, Private, Asian-Pac-Islander, Female,1,0
50, Private, White, Male,0,1
22, Private, White, Female,1,0
47, Self-emp-not-inc, White, Female,1,0
60, Private, White, Female,1,0
46, Self-emp-not-inc, White, Female,0,1
58, Self-emp-inc, White, Male,0,1
62, Private, White, Female,1,0
47, Private, White, Male,0,1
59, Private, White, Female,1,0
41, Private, White, Female,1,0
31, Private, White, Female,1,0
18, Private, White, Female,1,0
64, Self-emp-not-inc, White, Male,1,0
51, Self-emp-not-inc, White, Male,1,0
47, Self-emp-not-inc, White, Male,1,0
68, Private, White, Male,0,1
32, Private, Other, Female,1,0
39, Private, White, Male,1,0
37, Private, White, Female,1,0
29, Private, White, Female,1,0
44, Private, Other, Male,1,0
46, Private, White, Male,0,1
40, Self-emp-not-inc, White, Male,0,1
19, ?, Black, Male,1,0
65, ?, White, Male,1,0
52, Local-gov, White, Female,0,1
40, Private, White, Male,0,1
61, Private, White, Male,1,0
30, Private, White, Male,1,0
61, Self-emp-not-inc, White, Male,1,0
33, Private, White, Male,0,1
32, Local-gov, White, Male,0,1
32, Private, White, Female,1,0
32, Self-emp-not-inc, White, Male,0,1
37, Private, White, Male,1,0
53, Private, White, Male,1,0
51, Self-emp-inc, White, Male,0,1
29, Private, Black, Male,1,0
48, Private, White, Male,1,0
69, Private, White, Male,0,1
28, Private, White, Female,1,0
55, Local-gov, White, Female,0,1
45, Private, White, Male,0,1
18, Private, White, Female,1,0
60, Private, White, Male,1,0
38, Private, White, Male,1,0
19, Private, White, Male,1,0
18, Private, White, Male,1,0
33, Private, White, Male,1,0
33, Private, White, Female,1,0
29, Private, White, Female,1,0
37, Private, White, Male,1,0
50, Private, White, Male,0,1
19, ?, White, Male,1,0
28, Private, White, Female,1,0
43, ?, White, Female,0,1
23, Private, White, Female,1,0
47, Private, White, Male,1,0
21, Private, White, Male,1,0
19, Private, White, Female,1,0
47, Local-gov, White, Female,0,1
36, Federal-gov, White, Male,0,1
62, Self-emp-inc, White, Male,0,1
65, Private, White, Male,0,1
46, Self-emp-not-inc, White, Male,0,1
35, Private, White, Male,1,0
50, Private, White, Male,1,0
20, Private, White, Female,1,0
17, Private, White, Female,1,0
33, Private, White, Male,1,0
57, ?, White, Female,1,0
53, Self-emp-not-inc, White, Male,1,0
47, Self-emp-inc, White, Male,0,1
62, Self-emp-inc, White, Male,1,0
35, Private, Black, Male,1,0
27, Private, White, Female,1,0
23, Private, White, Male,1,0
27, Private, White, Female,1,0
39, Private, White, Female,1,0
25, Private, Black, Female,1,0
24, Private, Black, Female,1,0
23, Private, White, Male,1,0
29, Private, White, Female,0,1
30, Private, White, Female,1,0
34, Private, White, Male,1,0
32, Private, White, Female,1,0
18, Private, Black, Male,1,0
20, Private, Black, Female,1,0
38, State-gov, White, Male,0,1
18, Private, White, Female,1,0
41, Private, White, Male,1,0
21, Private, White, Female,1,0
36, State-gov, White, Male,0,1
61, Private, White, Female,1,0
30, Private, White, Male,1,0
26, Private, White, Male,0,1
27, Private, White, Female,0,1
45, Private, White, Male,0,1
47, Private, White, Female,1,0
19, Private, White, Female,1,0
29, Private, White, Female,1,0
51, Self-emp-inc, White, Male,0,1
34, Local-gov, White, Male,1,0
42, Self-emp-not-inc, White, Male,1,0
26, Private, Black, Male,1,0
20, State-gov, White, Male,1,0
43, Private, White, Male,0,1
20, Private, White, Female,1,0
27, Private, White, Male,1,0
46, Federal-gov, White, Male,0,1
39, Private, White, Male,1,0
33, Private, White, Male,1,0
42, Private, White, Male,1,0
23, Private, White, Male,1,0
29, Private, White, Female,0,1
27, Private, White, Male,1,0
43, Self-emp-not-inc, White, Male,1,0
23, Private, White, Male,1,0
40, Local-gov, White, Female,1,0
35, Local-gov, White, Male,0,1
30, Private, White, Male,1,0
59, Private, Amer-Indian-Eskimo, Male,1,0
65, Self-emp-not-inc, White, Male,1,0
28, Private, White, Male,1,0
79, Private, White, Male,1,0
43, Local-gov, Black, Female,0,1
54, Private, White, Male,1,0
27, Private, White, Male,1,0
30, Private, White, Male,0,1
22, ?, Asian-Pac-Islander, Female,1,0
34, Private, White, Female,1,0
18, Private, White, Male,1,0
40, Self-emp-not-inc, White, Female,0,1
28, Private, White, Male,1,0
18, Private, White, Female,1,0
46, Private, White, Male,1,0
23, Private, White, Female,1,0
77, ?, White, Male,1,0
41, Federal-gov, White, Male,0,1
48, Private, White, Male,0,1
29, Private, White, Male,1,0
41, Private, White, Female,1,0
41, Private, White, Male,1,0
34, Private, White, Male,1,0
49, Self-emp-not-inc, White, Male,1,0
49, Private, White, Male,1,0
30, Private, White, Male,1,0
28, Private, White, Male,1,0
62, State-gov, White, Male,1,0
41, Private, White, Male,1,0
20, Private, White, Male,1,0
61, Private, Asian-Pac-Islander, Male,1,0
30, Private, White, Male,1,0
29, Federal-gov, White, Female,1,0
50, Private, White, Female,1,0
44, Federal-gov, White, Male,0,1
25, Private, White, Male,0,1
62, Private, White, Female,1,0
57, Private, White, Female,1,0
35, Private, White, Male,1,0
26, Private, White, Female,1,0
60, Private, White, Female,1,0
22, Private, White, Male,1,0
62, Local-gov, White, Female,1,0
26, Private, White, Male,1,0
26, Private, White, Male,1,0
44, Private, White, Male,0,1
32, Private, White, Male,1,0
66, Self-emp-not-inc, White, Male,1,0
24, Private, White, Female,1,0
19, Private, White, Male,1,0
54, Self-emp-inc, White, Male,0,1
37, Private, White, Male,1,0
38, Private, White, Male,0,1
37, Self-emp-not-inc, White, Male,1,0
22, ?, White, Male,1,0
34, Private, White, Male,1,0
35, Self-emp-not-inc, Amer-Indian-Eskimo, Male,1,0
42, Federal-gov, White, Male,1,0
47, Federal-gov, White, Female,0,1
29, Self-emp-inc, White, Female,1,0
34, Private, White, Male,1,0
38, Self-emp-inc, White, Male,0,1
62, Self-emp-inc, Black, Male,1,0
35, Private, White, Male,1,0
37, Private, White, Female,1,0
47, Private, White, Male,1,0
37, Private, White, Male,1,0
22, Private, White, Female,1,0
60, Self-emp-inc, White, Male,0,1
31, Private, White, Male,1,0
74, ?, Amer-Indian-Eskimo, Male,1,0
63, Private, White, Male,1,0
30, Private, White, Male,1,0
44, ?, Black, Male,1,0
40, Self-emp-inc, White, Male,0,1
35, Self-emp-not-inc, White, Male,1,0
50, Local-gov, White, Male,1,0
18, Private, White, Female,1,0
33, Private, White, Male,1,0
59, Self-emp-not-inc, White, Male,1,0
17, Private, White, Male,1,0
47, Private, Amer-Indian-Eskimo, Male,0,1
51, ?, Black, Male,1,0
26, Private, White, Male,1,0
32, Local-gov, White, Female,0,1
55, Private, White, Male,1,0
36, State-gov, Black, Female,1,0
54, Private, White, Male,0,1
19, ?, White, Female,1,0
32, Private, White, Female,0,1
52, Local-gov, White, Male,0,1
39, Private, Black, Female,1,0
39, Federal-gov, White, Female,1,0
59, Self-emp-not-inc, White, Male,0,1
55, Federal-gov, White, Male,1,0
54, Self-emp-not-inc, White, Male,0,1
31, Private, White, Male,1,0
19, ?, Black, Male,1,0
30, Private, Amer-Indian-Eskimo, Female,1,0
47, Federal-gov, White, Female,1,0
31, Private, White, Male,1,0
32, Self-emp-not-inc, Asian-Pac-Islander, Male,1,0
33, Private, Black, Female,1,0
31, Private, White, Male,1,0
32, Private, White, Male,1,0
46, Private, White, Male,1,0
29, Private, White, Female,1,0
41, State-gov, Black, Male,1,0
39, Private, White, Male,0,1
34, Private, White, Female,0,1
23, Private, Black, Male,1,0
53, Self-emp-inc, White, Male,0,1
45, Self-emp-not-inc, Asian-Pac-Islander, Male,1,0
34, ?, White, Female,0,1
47, Private, White, Female,1,0
24, ?, White, Male,1,0
42, Private, Black, Female,0,1
53, Private, White, Male,1,0
38, Self-emp-inc, White, Male,1,0
26, Private, White, Male,1,0
18, Private, White, Male,1,0
43, Private, Black, Female,1,0
26, Private, Black, Female,1,0
47, Private, White, Female,1,0
26, Private, White, Male,0,1
21, ?, Black, Female,1,0
32, State-gov, White, Female,1,0
48, Self-emp-inc, White, Male,0,1
39, Private, Black, Female,0,1
58, Self-emp-inc, White, Male,1,0
55, Self-emp-not-inc, White, Female,1,0
40, Private, White, Male,1,0
33, Private, White, Male,1,0
74, Self-emp-not-inc, White, Male,0,1
49, Self-emp-not-inc, White, Male,1,0
56, Self-emp-not-inc, White, Female,0,1
29, Private, White, Female,0,1
25, Private, Black, Male,1,0
57, Private, Black, Male,1,0
29, Private, White, Male,1,0
28, Private, White, Male,1,0
59, Private, White, Male,0,1
30, Private, White, Male,0,1
28, ?, Black, Female,1,0
19, Private, White, Female,1,0
40, Private, Black, Female,1,0
28, Private, Black, Female,1,0
48, ?, White, Male,0,1
20, Private, White, Female,1,0
58, Private, White, Female,0,1
19, Private, Black, Male,1,0
75, ?, White, Female,1,0
24, Federal-gov, White, Female,1,0
31, Private, White, Male,1,0
28, Self-emp-not-inc, White, Male,1,0
41, Private, White, Male,1,0
23, Federal-gov, White, Female,1,0
46, Private, White, Male,0,1
33, Private, Black, Male,1,0
34, Private, White, Male,1,0
47, Local-gov, White, Male,1,0
81, Private, White, Male,0,1
45, Private, Other, Male,1,0
35, Private, Asian-Pac-Islander, Male,1,0
59, Self-emp-not-inc, White, Female,0,1
46, Local-gov, White, Male,0,1
39, Private, White, Male,1,0
23, Private, Black, Male,1,0
25, Private, White, Female,1,0
37, Private, White, Male,1,0
49, Self-emp-inc, White, Male,0,1
25, Private, White, Male,1,0
32, Private, White, Male,0,1
34, Local-gov, White, Male,1,0
40, Private, White, Male,0,1
33, Private, White, Female,1,0
78, ?, White, Male,1,0
31, Private, White, Male,0,1
61, Private, White, Male,1,0
22, Private, White, Male,1,0
29, Private, Asian-Pac-Islander, Male,1,0
37, Private, Black, Male,1,0
35, Private, White, Female,1,0
52, Self-emp-inc, White, Male,0,1
37, ?, White, Female,1,0
18, Private, White, Male,1,0
37, Private, White, Male,1,0
46, Private, Black, Male,0,1
25, ?, White, Male,1,0
47, Federal-gov, White, Male,0,1
55, Private, White, Male,0,1
32, Private, Other, Female,1,0
25, Self-emp-inc, White, Female,1,0
50, State-gov, Black, Female,1,0
18, Private, Black, Male,1,0
25, Private, White, Male,1,0
23, Private, White, Female,1,0
51, ?, White, Male,1,0
47, Self-emp-not-inc, White, Male,1,0
37, Private, White, Male,1,0
37, Private, White, Female,0,1
27, Private, White, Male,1,0
19, Private, White, Female,1,0
52, Local-gov, White, Male,1,0
25, Self-emp-not-inc, White, Female,1,0
17, ?, Other, Female,1,0
21, Private, White, Female,1,0
41, Self-emp-not-inc, White, Male,1,0
55, Private, White, Male,0,1
20, ?, White, Female,1,0
24, Private, White, Male,1,0
41, Federal-gov, White, Male,0,1
23, Private, White, Female,1,0
33, Private, White, Female,1,0
29, Private, White, Female,0,1
50, State-gov, Amer-Indian-Eskimo, Female,1,0
37, Self-emp-inc, White, Male,1,0
48, Private, White, Male,0,1
19, Federal-gov, White, Female,1,0
40, Private, White, Male,1,0
30, Private, White, Female,1,0
65, Private, White, Male,1,0
44, Federal-gov, Black, Male,1,0
32, Private, White, Male,1,0
41, Private, White, Male,0,1
28, Private, White, Male,1,0
44, Federal-gov, White, Male,0,1
39, Local-gov, White, Female,1,0
59, Private, White, Female,1,0
31, Private, White, Male,0,1
34, Private, White, Male,1,0
20, Private, White, Male,1,0
33, Private, White, Male,1,0
52, Private, White, Male,0,1
31, Private, White, Female,1,0
39, Private, White, Male,1,0
35, Private, White, Male,1,0
37, Self-emp-not-inc, White, Male,1,0
44, Self-emp-not-inc, White, Male,0,1
28, Private, White, Male,1,0
17, Private, White, Female,1,0
